Company Name,Contact Name,Job Title,Work Email,Website,Industry,Employee Count,Annual Revenue,Location,LinkedIn URL,Phone
Summit Electrical,Rachel Silva,Operations Manager,rachel.silva@squarespace.com,https://www.squarespace.com,Professional Services,205,"$52,978,150","Nashville, TN",https://linkedin.com/in/rachel-silva-282,+1 506-154-9691
Foxglove Health Partners,Elena Chen,Sales Representative,elena.chen@gitlab.com,https://www.gitlab.com,Facilities Management,214,"$40,413,258","Tampa, FL",https://linkedin.com/in/elena-chen-283,
Tidewater Electrical,Elena Mbeki,Intern,elena.mbeki@intuit.com,https://www.intuit.com,Food & Beverage,203,"$40,104,071","Columbus, OH",https://linkedin.com/in/elena-mbeki-284,+1 708-901-9295
Copperline Packaging,Aisha Ibrahim,Chief Executive Officer,,https://www.datadoghq.com,Logistics,60,"$13,418,580","Columbus, OH",,
Summit Manufacturing,Linda Mbeki,Co-Founder,linda.mbeki@mailchimp.com,https://www.mailchimp.com,,5592,,"Charlotte, NC",,
Meridian Health Partners,Claire Okonkwo,Executive Assistant,claire.okonkwo@@datadoghq.com,https://www.datadoghq.com,Wholesale Distribution,8952,"$2,440,136,160","Phoenix, AZ",https://linkedin.com/in/claire-okonkwo-287,+1 469-895-8571
Kestrel Packaging,Michael Hartley,Plant Manager,michael.hartley@salesforce.com,https://www.salesforce.com,Wholesale Distribution,158,,"Phoenix, AZ",https://linkedin.com/in/michael-hartley-288,+1 729-237-1409
Summit Facilities,Paul Ibrahim,Sales Representative,paul.ibrahim@datadoghq.com,https://www.datadoghq.com,Manufacturing,,,"Kansas City, MO",,+1 906-825-1533
Summit Industrial,Daniel Silva,Plant Manager,daniel@northwind-freight-co.example,https://www.northwind-freight-co.example,Automotive,,,"Dallas, TX",https://linkedin.com/in/daniel-silva-290,+1 522-845-6463
Granite Dental Group,Nina Ibrahim,Director of Operations,nina.ibrahim@@wix.com,https://www.wix.com,Healthcare,6119,"$643,694,324","Richmond, VA",https://linkedin.com/in/nina-ibrahim-291,+1 285-471-8628
Northwind Fabrication,Paul Delgado,Field Technician,paul.delgado@figma.com,https://www.figma.com,Logistics,125,,"Nashville, TN",,+1 879-436-1585
Tidewater Packaging,Marcus Ferreira,Director of IT,accounts@salesforce.com,https://www.salesforce.com,Automotive,8049,"$872,978,442","Charlotte, NC",https://linkedin.com/in/marcus-ferreira-293,+1 871-847-8214
Foxglove Fabrication,Michael Ibrahim,General Manager,michael.ibrahim@twilio.com,https://www.twilio.com,Professional Services,217,"$61,086,151","Columbus, OH",https://linkedin.com/in/michael-ibrahim-294,
Ironclad Automotive,Aisha Whitfield,Owner,aisha.whitfield@squarespace.com,https://www.squarespace.com,,117,"$27,419,184","Nashville, TN",https://linkedin.com/in/aisha-whitfield-295,+1 416-971-3667
Summit Freight,Nina Petrov,Head of Procurement,nina.petrov@zoominfo.com,https://www.zoominfo.com,Industrial Services,195,"$50,350,560","Salt Lake City, UT",,
Silverbrook Packaging,Linda Ahmed,CFO,sales@wix.com,https://www.wix.com,Facilities Management,118,,"Charlotte, NC",https://linkedin.com/in/linda-ahmed-297,
Tidewater Automotive,Elena Bergstrom,Operations Manager,elena.bergstrom@zendesk.com,https://www.zendesk.com,Manufacturing,190,"$36,396,590","Tampa, FL",https://linkedin.com/in/elena-bergstrom-298,+1 535-545-4654
Northwind Industrial,James Gallagher,VP of Operations,jamesgallagher44@yahoo.com,https://www.yahoo.com,Industrial Services,18,"$4,465,854","Nashville, TN",https://linkedin.com/in/james-gallagher-299,+1 434-558-4403
Cornerstone Facilities,Claire Vasquez,"Vice President, Finance",claire.vasquez@cloudflare.com,https://www.cloudflare.com,,114,"$18,439,614","Tampa, FL",https://linkedin.com/in/claire-vasquez-300,
Kestrel Distribution,Priya Okonkwo,CFO,priyaokonkwo15@outlook.com,https://www.outlook.com,Logistics,,"$19,897,883","Charlotte, NC",,+1 388-296-6072
Copperline Freight,Paul Silva,Head of Procurement,paul.silva@zoominfo.com,https://www.zoominfo.com,Automotive,5073,"$1,174,201,653","Richmond, VA",,+1 543-627-6164
Northwind Automotive,Claire Nakamura,General Manager,claire.nakamura@datadoghq.com,https://www.datadoghq.com,Industrial Services,2102,"$316,424,570","Indianapolis, IN",,+1 542-411-9166
Harbor Packaging,Rachel Okonkwo,Owner,rachel.okonkwo@shopify.com,https://www.shopify.com,Facilities Management,216,"$44,523,216","Kansas City, MO",,+1 731-578-9297
Meridian Packaging,Sarah Novak,Co-Founder,sarah.novak@atlassian.com,https://www.atlassian.com,Wholesale Distribution,,"$23,656,087","Kansas City, MO",,
Redwood HVAC Services,Nina Gallagher,Director of IT,accounts@zendesk.com,https://www.zendesk.com,Wholesale Distribution,1944,"$413,057,232","Nashville, TN",https://linkedin.com/in/nina-gallagher-306,+1 805-280-8257
Granite Freight,Elena Kowalski,Managing Director,elenakowalski94@yahoo.com,https://www.yahoo.com,Construction,2169,"$332,579,277","Phoenix, AZ",,
Cornerstone Manufacturing,Robert Nakamura,COO,sales@digitalocean.com,https://www.digitalocean.com,Industrial Services,108,"$21,769,776","Kansas City, MO",https://linkedin.com/in/robert-nakamura-308,
Copperline Industrial,Claire Ahmed,VP of Operations,claire@northwind-freight-co.example,https://www.northwind-freight-co.example,Manufacturing,200,"$59,036,600","Nashville, TN",https://linkedin.com/in/claire-ahmed-309,+1 796-475-9659
Foxglove Distribution,Linda Hartley,Chief Executive Officer,linda.hartley@asana.com,https://www.asana.com,,134,"$18,970,112","Tampa, FL",https://linkedin.com/in/linda-hartley-310,+1 948-281-5803
Foxglove Distribution,Linda Hartley,Chief Executive Officer,linda.hartley@asana.com,https://www.asana.com,,134,"$18,970,112","Tampa, FL",https://linkedin.com/in/linda-hartley-310,+1 948-281-5803
Northwind Facilities,Paul Chen,Junior Accountant,paulchen46@yahoo.com,https://www.yahoo.com,Facilities Management,912,,"Dallas, TX",,+1 470-316-4182
Granite Distribution,Aisha Okonkwo,Intern,aisha.okonkwo@datadoghq.com,https://www.datadoghq.com,Professional Services,24,"$2,827,392","Columbus, OH",https://linkedin.com/in/aisha-okonkwo-312,
Pinnacle Dental Group,,Intern,davidlindqvist17@hotmail.com,https://www.hotmail.com,Facilities Management,195,"$30,786,405","Charlotte, NC",https://linkedin.com/in/david-lindqvist-313,+1 868-435-5256
Tidewater Dental Group,Omar Ferreira,"Vice President, Finance",omarferreira88@yahoo.com,https://www.yahoo.com,Industrial Services,236,"$42,758,716","Richmond, VA",https://linkedin.com/in/omar-ferreira-314,+1 625-494-5015
Redwood Manufacturing,Daniel Ahmed,Executive Assistant,daniel@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Logistics,99,"$12,555,873","Columbus, OH",https://linkedin.com/in/daniel-ahmed-315,
Cornerstone Packaging,Grace Petrov,Director of Operations,grace.petrov@zoominfo.com,https://www.zoominfo.com,Facilities Management,188,,"Kansas City, MO",,+1 731-373-1986
Kestrel Health Partners,Marcus Ahmed,VP of Operations,marcus.ahmed@godaddy.com,https://www.godaddy.com,,,"$21,244,442","Dallas, TX",,
Kestrel Health Partners,Marcus Ahmed,VP of Operations,marcus.ahmed@godaddy.com,https://www.godaddy.com,,,"$21,244,442","Dallas, TX",,
Harbor Electrical,Omar Ibrahim,Owner,omar.ibrahim@cloudflare.com,https://www.cloudflare.com,Logistics,8260,"$1,487,857,280","Salt Lake City, UT",,+1 808-267-6627
Granite Logistics,Priya Gallagher,Founder,priya@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Food & Beverage,,"$62,850,816","Salt Lake City, UT",,
Redwood Electrical,Nina Mbeki,General Manager,nina.mbeki@intuit.com,https://www.intuit.com,Professional Services,126,"$28,126,224","Dallas, TX",,
Foxglove HVAC Services,Rachel Whitfield,,rachel204@yopmail.com,https://www.yopmail.com,Professional Services,3817,"$812,807,248","Richmond, VA",https://linkedin.com/in/rachel-whitfield-321,+1 246-753-3481
Ironclad Distribution,Omar Lindqvist,Director of IT,omar.lindqvist@godaddy.com,https://www.godaddy.com,Food & Beverage,120,,"Richmond, VA",,+1 391-256-4257
Kestrel Dental Group,Sarah Ahmed,Operations Analyst,sarah893@guerrillamail.com,https://www.guerrillamail.com,Automotive,204,"$59,760,576","Tampa, FL",https://linkedin.com/in/sarah-ahmed-323,+1 609-957-2982
Granite Machining,Priya Silva,Founder,priya.silva@squarespace.com,https://www.squarespace.com,Professional Services,3528,"$937,174,392","Indianapolis, IN",https://linkedin.com/in/priya-silva-324,+1 839-650-3650
Copperline Automotive,Paul Ahmed,Plant Manager,paul.ahmed@zoominfo.com,https://www.zoominfo.com,Manufacturing,166,"$49,730,280","Charlotte, NC",,
Foxglove Fabrication,Grace Sorensen,President,admin@asana.com,https://www.asana.com,Automotive,,"$22,671,572","Kansas City, MO",https://linkedin.com/in/grace-sorensen-326,+1 264-327-5619
Ironclad Plumbing,James Ferreira,Co-Founder,jamesferreira37@outlook.com,https://www.outlook.com,Food & Beverage,225,,"Indianapolis, IN",,+1 204-669-9934
Pinnacle Packaging,Maria Rasmussen,President,maria263@yopmail.com,https://www.yopmail.com,Food & Beverage,85,,"Richmond, VA",https://linkedin.com/in/maria-rasmussen-328,+1 383-470-6755
Kestrel Electrical,Daniel Hartley,General Manager,danielhartley44@gmail.com,https://www.gmail.com,Manufacturing,9190,"$2,218,410,860","Nashville, TN",https://linkedin.com/in/daniel-hartley-329,+1 306-565-7613
Copperline Health Partners,Thomas Bergstrom,Intern,thomas.bergstrom@digitalocean.com,https://www.digitalocean.com,Industrial Services,6713,"$1,363,698,959","Phoenix, AZ",https://linkedin.com/in/thomas-bergstrom-330,+1 840-484-6491
Redwood Dental Group,Grace Petrov,Director of Operations,gracepetrov35@outlook.com,https://www.outlook.com,Manufacturing,132,"$31,885,260","Indianapolis, IN",https://linkedin.com/in/grace-petrov-331,+1 477-621-1261
Harbor Packaging,Priya Whitfield,Founder,priya.whitfield@stripe.com,https://www.stripe.com,Food & Beverage,48,,"Salt Lake City, UT",https://linkedin.com/in/priya-whitfield-332,
Foxglove Health Partners,Nina Kowalski,CFO,ninakowalski38@hotmail.com,https://www.hotmail.com,Facilities Management,9,"$1,567,926","Kansas City, MO",,
Foxglove Distribution,Aisha Lindqvist,Head of Procurement,aisha.lindqvist@datadoghq.com,https://www.datadoghq.com,Facilities Management,184,"$34,017,184","Nashville, TN",,+1 435-943-9274
Meridian Health Partners,Omar Rasmussen,Director of IT,omar.rasmussen@cloudflare.com,https://www.cloudflare.com,Construction,1387,,"Richmond, VA",,
Pinnacle Freight,Kevin Ibrahim,Owner,kevinibrahim20@yahoo.com,https://www.yahoo.com,Facilities Management,16,"$3,060,736","Salt Lake City, UT",https://linkedin.com/in/kevin-ibrahim-336,+1 385-823-7782
Pinnacle Freight,Kevin Ibrahim,Owner,kevinibrahim20@yahoo.com,https://www.yahoo.com,Facilities Management,16,"$3,060,736","Salt Lake City, UT",https://linkedin.com/in/kevin-ibrahim-336,+1 385-823-7782
Kestrel Freight,Claire Sorensen,Founder,claire@pinnacle-dental-grp.example,https://www.pinnacle-dental-grp.example,Professional Services,4,"$721,632","Phoenix, AZ",,
Copperline Freight,,President,sarah.bergstrom@zendesk.com,https://www.zendesk.com,Automotive,7541,"$973,399,821","Nashville, TN",,+1 438-591-1284
Tidewater Industrial,Nina Kowalski,Plant Manager,hello@godaddy.com,https://www.godaddy.com,Manufacturing,8606,"$1,514,991,634","Dallas, TX",,
Foxglove Dental Group,Marcus Vasquez,Founder,marcusvasquez84@outlook.com,https://www.outlook.com,Manufacturing,2646,"$616,809,060","Columbus, OH",https://linkedin.com/in/marcus-vasquez-340,
Silverbrook Manufacturing,Grace Ahmed,Owner,grace@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Food & Beverage,15,"$2,669,940","Nashville, TN",,+1 673-706-5959
Ironclad Machining,Robert Gallagher,President,robertgallagher30@outlook.com,https://www.outlook.com,Healthcare,89,"$11,185,075","Dallas, TX",https://linkedin.com/in/robert-gallagher-342,
Northwind Fabrication,Maria Ibrahim,Junior Accountant,maria.ibrahim@godaddy.com,https://www.godaddy.com,Food & Beverage,63,"$8,613,486","Richmond, VA",https://linkedin.com/in/maria-ibrahim-343,+1 404-575-8016
Cornerstone Manufacturing,Claire Ahmed,Field Technician,claire@northwind-freight-co.example,https://www.northwind-freight-co.example,Healthcare,,"$25,664,815","Phoenix, AZ",,
Blue Ridge Health Partners,James Lindqvist,General Manager,sales@cloudflare.com,https://www.cloudflare.com,Industrial Services,,"$980,430,920","Columbus, OH",https://linkedin.com/in/james-lindqvist-345,
Redwood Industrial,Elena Okonkwo,Director of Operations,elena.okonkwo@gitlab.com,https://www.gitlab.com,,9143,"$2,454,337,777","Indianapolis, IN",,
Summit Health Partners,Thomas Nakamura,Director of Operations,thomas.nakamura@intuit.com,https://www.intuit.com,Logistics,,"$2,251,788,480","Salt Lake City, UT",https://linkedin.com/in/thomas-nakamura-347,+1 331-148-5394
Ironclad Logistics,,Executive Assistant,sarah.silva@intuit.com,https://www.intuit.com,Automotive,116,"$11,648,488","Salt Lake City, UT",https://linkedin.com/in/sarah-silva-348,+1 289-351-8692
Ironclad Manufacturing,Elena Mbeki,Sales Representative,hello@datadoghq.com,https://www.datadoghq.com,Food & Beverage,242,"$32,125,016","Indianapolis, IN",https://linkedin.com/in/elena-mbeki-349,+1 882-886-6887
Redwood Automotive,Michael Chen,Marketing Coordinator,michael@acme-hvac-services.invalid,https://www.acme-hvac-services.invalid,Facilities Management,526,"$115,582,714","Charlotte, NC",https://linkedin.com/in/michael-chen-350,
Northwind HVAC Services,Robert Okonkwo,Managing Director,robertokonkwo40@gmail.com,https://www.gmail.com,Construction,213,"$24,371,886","Dallas, TX",,
Foxglove Distribution,Rachel Sorensen,Chief Executive Officer,rachel.sorensen@cloudflare.com,https://www.cloudflare.com,Automotive,64,"$14,911,296","Columbus, OH",,+1 889-850-3035
Summit Machining,Rachel Silva,Operations Manager,rachel.silva@gitlab.com,https://www.gitlab.com,Logistics,,"$40,938,141","Tampa, FL",https://linkedin.com/in/rachel-silva-353,+1 552-282-3935
Foxglove HVAC Services,David Ferreira,Plant Manager,david.ferreira@atlassian.com,https://www.atlassian.com,Professional Services,,"$450,162","Richmond, VA",https://linkedin.com/in/david-ferreira-354,+1 362-200-1400
Tidewater Logistics,Linda Rasmussen,Executive Assistant,,https://www.hubspot.com,Industrial Services,77,"$10,266,795","Columbus, OH",,+1 897-357-6662
Cornerstone Distribution,Daniel Sorensen,Founder,daniel@northwind-freight-co.example,https://www.northwind-freight-co.example,Healthcare,245,"$61,487,160","Dallas, TX",https://linkedin.com/in/daniel-sorensen-356,+1 694-564-8535
Meridian Health Partners,Michael Kowalski,,michael.kowalski@hubspot.com,https://www.hubspot.com,Professional Services,1049,"$170,599,919","Kansas City, MO",,+1 913-277-9092
Meridian Health Partners,Michael Kowalski,,michael.kowalski@hubspot.com,https://www.hubspot.com,Professional Services,1049,"$170,599,919","Kansas City, MO",,+1 913-277-9092
Pinnacle Manufacturing,Thomas Novak,"Vice President, Finance",thomas.novak@stripe.com,https://www.stripe.com,Wholesale Distribution,112,"$11,898,208","Kansas City, MO",https://linkedin.com/in/thomas-novak-358,
Granite Distribution,Kevin Ferreira,Head of Procurement,kevin.ferreira@notion.so,https://www.notion.so,Healthcare,99,,"Kansas City, MO",,+1 339-462-4808
Summit Dental Group,Sarah Petrov,President,sales@twilio.com,https://www.twilio.com,Automotive,228,,"Phoenix, AZ",https://linkedin.com/in/sarah-petrov-360,
Summit Dental Group,Sarah Petrov,President,sales@twilio.com,https://www.twilio.com,Automotive,228,,"Phoenix, AZ",https://linkedin.com/in/sarah-petrov-360,
Northwind Logistics,Marcus Lindqvist,Plant Manager,marcus535@mailinator.com,https://www.mailinator.com,Food & Beverage,2457,"$594,915,867","Charlotte, NC",https://linkedin.com/in/marcus-lindqvist-361,
Foxglove Dental Group,Kevin Rasmussen,Sales Representative,kevin.rasmussen@digitalocean.com,https://www.digitalocean.com,Professional Services,1685,"$332,479,145","Phoenix, AZ",https://linkedin.com/in/kevin-rasmussen-362,+1 566-859-7661
Kestrel Health Partners,Omar Kowalski,Operations Manager,omar.kowalski@mailchimp.com,https://www.mailchimp.com,Logistics,5,"$1,085,420","Dallas, TX",https://linkedin.com/in/omar-kowalski-363,
Kestrel Health Partners,Omar Kowalski,Operations Manager,omar.kowalski@mailchimp.com,https://www.mailchimp.com,Logistics,5,"$1,085,420","Dallas, TX",https://linkedin.com/in/omar-kowalski-363,
Northwind Manufacturing,Thomas Mbeki,VP of Operations,thomasmbeki23@yahoo.com,https://www.yahoo.com,Wholesale Distribution,78,"$11,060,868","Columbus, OH",,+1 448-516-2250
Cornerstone Health Partners,Marcus Delgado,COO,marcus.delgado@@notion.so,https://www.notion.so,Logistics,40,,"Salt Lake City, UT",https://linkedin.com/in/marcus-delgado-365,
Meridian Freight,,Plant Manager,,https://www.salesforce.com,Logistics,,"$17,695,104","Columbus, OH",https://linkedin.com/in/rachel-ibrahim-366,+1 305-160-7646
Summit Facilities,Priya Silva,Plant Manager,priya.silva@zendesk.com,https://www.zendesk.com,Wholesale Distribution,1,"$140,648","Indianapolis, IN",,+1 230-937-4529
Meridian Facilities,Rachel Delgado,Junior Accountant,rachel.delgado@figma.com,https://www.figma.com,Wholesale Distribution,8781,"$1,769,301,252","Indianapolis, IN",https://linkedin.com/in/rachel-delgado-368,
Redwood Packaging,Thomas Hartley,Head of Procurement,,https://www.zoominfo.com,Automotive,70,"$14,341,390","Nashville, TN",https://linkedin.com/in/thomas-hartley-369,
Granite Plumbing,Robert Okonkwo,Founder,robert.okonkwo@zendesk.com,https://www.zendesk.com,Logistics,229,,"Indianapolis, IN",https://linkedin.com/in/robert-okonkwo-370,+1 438-146-7923
Cornerstone Dental Group,Priya Nakamura,Operations Analyst,priya.nakamura@squarespace.com,https://www.squarespace.com,Food & Beverage,147,"$43,456,581","Salt Lake City, UT",https://linkedin.com/in/priya-nakamura-371,
Foxglove Plumbing,Priya Novak,"Vice President, Finance",priya374@guerrillamail.com,https://www.guerrillamail.com,Healthcare,9,"$1,212,912","Richmond, VA",,+1 855-998-6275
Tidewater Freight,Omar Ahmed,Operations Manager,omar@acme-hvac-services.invalid,https://www.acme-hvac-services.invalid,Logistics,93,"$22,054,299","Indianapolis, IN",https://linkedin.com/in/omar-ahmed-373,
Copperline Dental Group,Claire Nakamura,Managing Director,claire@acme-hvac-services.invalid,https://www.acme-hvac-services.invalid,Manufacturing,,"$30,299,412","Charlotte, NC",https://linkedin.com/in/claire-nakamura-374,+1 695-165-4777
Tidewater Logistics,Claire Chen,VP of Operations,claire.chen@intuit.com,https://www.intuit.com,Wholesale Distribution,4393,"$1,159,409,346","Dallas, TX",https://linkedin.com/in/claire-chen-375,+1 279-331-1131
Northwind Manufacturing,Grace Ibrahim,Marketing Coordinator,grace.ibrahim@@wix.com,https://www.wix.com,Logistics,166,"$18,157,246","Salt Lake City, UT",,+1 554-732-7958
Foxglove Logistics,Kevin Novak,Owner,kevinnovak77@yahoo.com,https://www.yahoo.com,Healthcare,5724,"$1,594,551,852","Richmond, VA",,
Copperline Packaging,Nina Gallagher,Plant Manager,info@figma.com,https://www.figma.com,Manufacturing,181,,"Kansas City, MO",https://linkedin.com/in/nina-gallagher-378,
Pinnacle Packaging,Nina Novak,,nina@northwind-freight-co.example,https://www.northwind-freight-co.example,Construction,171,,"Tampa, FL",https://linkedin.com/in/nina-novak-379,+1 964-379-9732
Pinnacle Packaging,Nina Novak,,nina@northwind-freight-co.example,https://www.northwind-freight-co.example,Construction,171,,"Tampa, FL",https://linkedin.com/in/nina-novak-379,+1 964-379-9732
Ironclad Electrical,Elena Petrov,Co-Founder,elena.petrov@cloudflare.com,https://www.cloudflare.com,Logistics,172,"$43,243,724","Phoenix, AZ",https://linkedin.com/in/elena-petrov-380,+1 231-217-9544
Redwood Plumbing,Aisha Bergstrom,Director of IT,accounts@datadoghq.com,https://www.datadoghq.com,Industrial Services,54,"$8,331,660","Dallas, TX",https://linkedin.com/in/aisha-bergstrom-381,+1 233-368-1984
Meridian Industrial,,Head of Procurement,kevin.mbeki@@asana.com,https://www.asana.com,Professional Services,2,"$589,154","Richmond, VA",https://linkedin.com/in/kevin-mbeki-382,+1 264-758-2149
Copperline Machining,,CFO,priyasorensen89@yahoo.com,https://www.yahoo.com,Facilities Management,210,"$31,458,840","Richmond, VA",https://linkedin.com/in/priya-sorensen-383,+1 979-109-5971
Ironclad Logistics,Priya Okonkwo,Director of Operations,priya.okonkwo@intuit.com,https://www.intuit.com,Food & Beverage,195,"$25,310,025","Richmond, VA",https://linkedin.com/in/priya-okonkwo-384,+1 377-228-8700
Cornerstone Logistics,Thomas Petrov,Co-Founder,thomas.petrov@atlassian.com,https://www.atlassian.com,Manufacturing,,,"Dallas, TX",https://linkedin.com/in/thomas-petrov-385,+1 533-643-6384
Meridian Electrical,Rachel Ibrahim,Founder,rachel.ibrahim@shopify.com,https://www.shopify.com,Professional Services,1,"$125,230","Phoenix, AZ",https://linkedin.com/in/rachel-ibrahim-386,
Foxglove HVAC Services,Omar Gallagher,Junior Accountant,omar.gallagher@digitalocean.com,https://www.digitalocean.com,Logistics,176,,"Tampa, FL",https://linkedin.com/in/omar-gallagher-387,
Tidewater Distribution,Maria Vasquez,Field Technician,maria.vasquez@zendesk.com,https://www.zendesk.com,,56,,"Charlotte, NC",,+1 531-301-5740
Northwind Distribution,Grace Silva,COO,,https://www.intuit.com,Professional Services,196,"$45,922,996","Salt Lake City, UT",,
Pinnacle Electrical,Paul Petrov,VP of Operations,paul.petrov@atlassian.com,https://www.atlassian.com,Wholesale Distribution,3,,"Richmond, VA",,+1 474-793-5432
Meridian Packaging,Linda Ferreira,Director of IT,linda.ferreira@wix.com,https://www.wix.com,Manufacturing,249,"$39,237,420","Dallas, TX",https://linkedin.com/in/linda-ferreira-391,
Kestrel Plumbing,Rachel Ferreira,Director of Operations,rachelferreira82@hotmail.com,https://www.hotmail.com,Industrial Services,,"$22,033,425","Salt Lake City, UT",,+1 889-655-7671
Kestrel Industrial,Linda Chen,Junior Accountant,linda@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Logistics,196,"$28,683,228","Dallas, TX",,
Blue Ridge Plumbing,Michael Kowalski,Chief Executive Officer,michael.kowalski@gitlab.com,https://www.gitlab.com,Facilities Management,,"$18,216,065","Nashville, TN",,+1 712-440-6284
Cornerstone Plumbing,David Ferreira,Owner,davidferreira63@yahoo.com,https://www.yahoo.com,Construction,16,"$2,894,688","Nashville, TN",,+1 658-793-6390
Blue Ridge Dental Group,Rachel Lindqvist,Head of Procurement,rachel.lindqvist@stripe.com,https://www.stripe.com,Logistics,82,"$13,075,556","Richmond, VA",https://linkedin.com/in/rachel-lindqvist-396,+1 479-748-4560
Cornerstone Machining,Rachel Bergstrom,CFO,rachel70@mailinator.com,https://www.mailinator.com,Logistics,33,"$6,398,535","Nashville, TN",https://linkedin.com/in/rachel-bergstrom-397,
Kestrel Machining,Marcus Ahmed,Director of IT,marcus.ahmed@zoominfo.com,https://www.zoominfo.com,Manufacturing,151,"$20,214,521","Columbus, OH",https://linkedin.com/in/marcus-ahmed-398,
Redwood Manufacturing,Omar Delgado,General Manager,omar.delgado@atlassian.com,https://www.atlassian.com,,1061,"$115,106,829","Kansas City, MO",,
Pinnacle HVAC Services,,Director of IT,elenakowalski47@outlook.com,https://www.outlook.com,Automotive,96,"$11,968,992","Dallas, TX",https://linkedin.com/in/elena-kowalski-400,
Tidewater Facilities,Aisha Lindqvist,General Manager,aisha.lindqvist@cloudflare.com,https://www.cloudflare.com,Food & Beverage,54,,"Nashville, TN",https://linkedin.com/in/aisha-lindqvist-401,+1 441-616-5114
Foxglove Manufacturing,Daniel Gallagher,VP of Operations,daniel.gallagher@intuit.com,https://www.intuit.com,Industrial Services,100,"$22,299,500","Columbus, OH",,
Pinnacle Machining,,Owner,omar.hartley@figma.com,https://www.figma.com,Manufacturing,57,,"Nashville, TN",,+1 268-364-2118
Pinnacle Manufacturing,Daniel Vasquez,Founder,support@godaddy.com,https://www.godaddy.com,,66,"$17,611,044","Columbus, OH",https://linkedin.com/in/daniel-vasquez-404,+1 478-803-1750
Summit HVAC Services,Rachel Gallagher,President,rachelgallagher47@gmail.com,https://www.gmail.com,Wholesale Distribution,162,"$46,606,428","Charlotte, NC",https://linkedin.com/in/rachel-gallagher-405,
Northwind Distribution,,Chief Executive Officer,daniel.kowalski@hubspot.com,https://www.hubspot.com,Construction,,"$1,076,699,789","Salt Lake City, UT",,+1 387-916-5982
Harbor Manufacturing,James Gallagher,,james.gallagher@gitlab.com,https://www.gitlab.com,Professional Services,207,"$36,714,555","Tampa, FL",https://linkedin.com/in/james-gallagher-407,
Summit Automotive,Elena Silva,Owner,elena.silva@datadoghq.com,https://www.datadoghq.com,Wholesale Distribution,72,"$11,288,592","Salt Lake City, UT",,
Copperline Dental Group,Elena Mbeki,COO,elena.mbeki@zoominfo.com,https://www.zoominfo.com,Logistics,219,"$24,961,620","Indianapolis, IN",,+1 838-830-9025
Summit Fabrication,Paul Okonkwo,Director of Operations,paul@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Industrial Services,6724,"$1,965,647,092","Richmond, VA",,
Summit Machining,Aisha Ahmed,Managing Director,aisha.ahmed@@hubspot.com,https://www.hubspot.com,,,"$1,099,699,702","Indianapolis, IN",https://linkedin.com/in/aisha-ahmed-411,+1 648-678-8181
Harbor Automotive,Daniel Lindqvist,Head of Procurement,daniel.lindqvist@twilio.com,https://www.twilio.com,,202,,"Charlotte, NC",,
Tidewater Logistics,Omar Mbeki,Intern,omar.mbeki@shopify.com,https://www.shopify.com,Food & Beverage,4438,"$546,624,022","Phoenix, AZ",https://linkedin.com/in/omar-mbeki-413,+1 469-931-6116
Foxglove Plumbing,,Plant Manager,thomas.chen@squarespace.com,https://www.squarespace.com,Automotive,15,"$2,457,075","Kansas City, MO",,+1 636-309-7790
Northwind Facilities,Nina Nakamura,Chief Executive Officer,nina.nakamura@wix.com,https://www.wix.com,Manufacturing,8,"$1,095,528","Richmond, VA",,+1 459-358-1583
Tidewater Logistics,Maria Petrov,Junior Accountant,mariapetrov43@yahoo.com,https://www.yahoo.com,Professional Services,3217,"$795,959,791","Charlotte, NC",https://linkedin.com/in/maria-petrov-416,+1 442-442-8064
Blue Ridge Automotive,David Nakamura,CFO,david@northwind-freight-co.example,https://www.northwind-freight-co.example,Manufacturing,196,"$21,281,288","Charlotte, NC",,
Northwind Industrial,Marcus Okonkwo,Chief Executive Officer,marcus.okonkwo@zendesk.com,https://www.zendesk.com,Healthcare,94,"$27,365,656","Nashville, TN",https://linkedin.com/in/marcus-okonkwo-418,+1 946-255-9312
Redwood Freight,Maria Sorensen,Founder,maria.sorensen@atlassian.com,https://www.atlassian.com,Construction,,,"Richmond, VA",https://linkedin.com/in/maria-sorensen-419,+1 692-218-2664
Copperline Health Partners,Priya Mbeki,Director of Operations,,https://www.hubspot.com,,4,"$409,032","Richmond, VA",https://linkedin.com/in/priya-mbeki-420,
Northwind Freight,,Marketing Coordinator,kevin@summit-logistics-llc.invalid,https://www.summit-logistics-llc.invalid,Professional Services,,"$16,773,358","Dallas, TX",,+1 799-965-9806
Blue Ridge Health Partners,Priya Rasmussen,Director of Operations,priya.rasmussen@atlassian.com,https://www.atlassian.com,Construction,137,"$34,149,168","Phoenix, AZ",https://linkedin.com/in/priya-rasmussen-422,
Redwood Dental Group,Daniel Gallagher,,daniel.gallagher@shopify.com,https://www.shopify.com,Industrial Services,5,"$1,099,975","Nashville, TN",https://linkedin.com/in/daniel-gallagher-423,
